chapter_id,file_name,question_number,page,image_rows_on_page,figure_or_video_markers_on_page,question_line
us-08,8. Renal.pdf,23,14,2,3,"23. A 35-year-old female presents to the ED after a low-speed motor vehicle collision for medical"
us-08,8. Renal.pdf,24,15,1,4,"24. A 45-year-old female with no past medical history presents to the ED with right-sided abdominal pain."
us-08,8. Renal.pdf,25,15,1,4,"25. A 50-year-old female with a history of diabetes presents with fever and severe right-sided ank pain."
us-08,8. Renal.pdf,2,17,1,2,"2. Explanation"
us-08,8. Renal.pdf,4,19,0,2,"4. Explanation"
us-08,8. Renal.pdf,5,20,1,1,"5. Explanation"
us-08,8. Renal.pdf,7,23,0,0,"7. Explanation"
us-08,8. Renal.pdf,9,25,0,0,"9. Explanation"
us-08,8. Renal.pdf,12,29,0,0,"12. Explanation"
us-08,8. Renal.pdf,13,29,0,0,"13. Explanation"
us-08,8. Renal.pdf,17,33,0,0,"17. Explanation"
us-08,8. Renal.pdf,19,35,0,2,"19. Explanation"
us-08,8. Renal.pdf,22,37,0,0,"22. Explanation"
us-08,8. Renal.pdf,25,41,0,1,"25. Explanation"
us-09,9. Pregnancy.pdf,9,1,1,0,"9. Pregnancy Ultrasound "
us-09,9. Pregnancy.pdf,1,1,1,0,"1. A G2P1 woman at 8 weeks estimated gestational age (EGA) by last menstrual period (LMP) presents with"
us-09,9. Pregnancy.pdf,6,3,1,4,"6. A 32-year-old female who is trying to conceive presents with concerns that she has been told she has a"
us-09,9. Pregnancy.pdf,7,3,1,4,"7. A 24-year-old female, G2P0, presents with abdominal cramping. She thinks she is about 5 weeks"
us-09,9. Pregnancy.pdf,8,4,2,3,"8. A 23-year-old female, G1P0, who is 3 weeks status post D&C and IUD placement, presents with heavy"
us-09,9. Pregnancy.pdf,11,6,2,3,"11. A 33-year-old G4P3 female at 6 weeks by LMP presents with pelvic cramping and spotting that began the"
us-09,9. Pregnancy.pdf,15,8,2,4,"15. A 26-year-old female G1P1 1 week after spontaneous vaginal delivery presents with continued pelvic"
us-09,9. Pregnancy.pdf,15,8,2,4,"15. She has moderate suprapubic tenderness on examination. You perform a transabdominal pelvic"
us-09,9. Pregnancy.pdf,18,10,2,3,"18. You are caring for a 24-year-old female who presents with acute abdominal pain and a syncopal episode"
us-09,9. Pregnancy.pdf,21,12,2,2,"21. A 24-year-old G1P0 female presents supine in full spinal immobilization after a motor vehicle accident."
us-09,9. Pregnancy.pdf,22,13,1,3,"22. A 29-year-old female, G2P1 and Rh+, at 34 weeks EGA, presents to the ED after a low-speed motor"
us-09,9. Pregnancy.pdf,23,13,1,3,"23. A 32-year-old G6P5 female presents to a small ED in active labor. She is 38 weeks EGA and has been"
us-09,9. Pregnancy.pdf,2,17,1,2,"2. Explanation"
us-09,9. Pregnancy.pdf,5,20,1,2,"5. Explanation"
us-09,9. Pregnancy.pdf,7,22,1,3,"7. Explanation"
us-09,9. Pregnancy.pdf,10,26,1,1,"10. Explanation"
us-09,9. Pregnancy.pdf,11,27,0,1,"11. Explanation"
us-09,9. Pregnancy.pdf,12,29,0,0,"12. Explanation"
us-09,9. Pregnancy.pdf,13,29,0,0,"13. Explanation"
us-09,9. Pregnancy.pdf,15,32,1,2,"15. Explanation"
us-09,9. Pregnancy.pdf,17,34,0,0,"17. Explanation"
us-09,9. Pregnancy.pdf,19,36,0,1,"19. Explanation"
us-09,9. Pregnancy.pdf,20,36,0,1,"20. Explanation"
us-09,9. Pregnancy.pdf,21,38,0,1,"21. Explanation"
us-09,9. Pregnancy.pdf,22,38,0,1,"22. Explanation"
us-09,9. Pregnancy.pdf,24,43,1,1,"24. Explanation"
us-10,10. Gynecologic.pdf,10,1,1,1,"10. Gynecological Ultrasound "
us-10,10. Gynecologic.pdf,1,1,1,1,"1. A 26-year-old female presents to the emergency department (ED) with mild intermittent abdominal"
us-10,10. Gynecologic.pdf,2,2,1,2,"2. A 24-year-old female G0, P0 presents for evaluation of amenorrhea. She states that she has not had her"
us-10,10. Gynecologic.pdf,3,2,1,2,"3. You are evaluating an otherwise healthy 27-year-old female who was the restrained passenger in a head-"
us-10,10. Gynecologic.pdf,4,3,1,2,"4. A 27-year-old female with a history of large ovarian cysts presents for acute onset of left lower quadrant"
us-10,10. Gynecologic.pdf,5,3,1,2,"5. A 22-year-old female presents with lower left abdominal pain for the last 2 days. She states she has had"
us-10,10. Gynecologic.pdf,10,6,1,2,"10. A 63-year-old woman comes in with lower pelvic pain. Findings on bedside ultrasound seen in Figure"
us-10,10. Gynecologic.pdf,11,6,1,2,"11. An otherwise healthy 23-year-old female with intermittent bilateral abdominal pain over the last 6"
us-10,10. Gynecologic.pdf,12,7,2,3,"12. A postmenopausal 65-year-old female presents for evaluation of lower abdominal fullness and weight"
us-10,10. Gynecologic.pdf,15,9,2,2,"15. An otherwise healthy 24-year-old female presents with lower abdominal pain intermittently for the last"
us-10,10. Gynecologic.pdf,20,12,1,1,"20. A 15-year-old female presents with left-sided abdominal pain for the last 3 hours. She seems very"
us-10,10. Gynecologic.pdf,21,12,1,1,"21. A 25-year-old female presents for evaluation of anovulation. You note hirsutism and her body mass"
us-10,10. Gynecologic.pdf,24,14,2,3,"24. You are using transabdominal ultrasound to evaluate a 24-year-old female complaining of atraumatic"
us-10,10. Gynecologic.pdf,2,17,0,1,"2. Explanation"
us-10,10. Gynecologic.pdf,3,17,0,1,"3. Explanation"
us-10,10. Gynecologic.pdf,4,19,1,4,"4. Explanation"
us-10,10. Gynecologic.pdf,6,22,1,3,"6. Explanation"
us-10,10. Gynecologic.pdf,9,24,1,3,"9. Explanation"
us-10,10. Gynecologic.pdf,12,27,0,0,"12. Explanation"
us-10,10. Gynecologic.pdf,15,30,0,0,"15. Explanation"
us-10,10. Gynecologic.pdf,18,33,1,3,"18. Explanation"
us-10,10. Gynecologic.pdf,21,36,0,0,"21. Explanation"
us-10,10. Gynecologic.pdf,23,38,1,1,"23. Explanation"
us-10,10. Gynecologic.pdf,25,40,0,2,"25. Explanation"
us-10,10. Gynecologic.pdf,26,40,0,2,"26. Explanation"
us-11,11. Soft TIssue.pdf,11,1,1,0,"11. Soft Tissue Ultrasound "
us-11,11. Soft TIssue.pdf,1,1,1,0,"1. A 7-year-old boy presents 2 days after falling in the woods and getting several splinters in his hand. His"
us-11,11. Soft TIssue.pdf,4,3,2,4,"4. A 28-year-old otherwise healthy construction worker presents with 2 days of progressive, intense pain in"
us-11,11. Soft TIssue.pdf,5,4,1,3,"5. A patient comes to the ED after recent removal of a dialysis permacatheter. She is complaining of pain and"
us-11,11. Soft TIssue.pdf,11,8,1,2,"11. A 27-year-old woman presents with a red, painful area on her left calf that has rapidly increased in size"
us-11,11. Soft TIssue.pdf,12,8,1,2,"12. A 38-year-old woman feels a lump in her right breast that is nontender. She has no lymphadenopathy,"
us-11,11. Soft TIssue.pdf,13,9,2,3,"13. A homeless 45-year-old male presents with foot pain. He is barefoot. He says, “Something is inside my"
us-11,11. Soft TIssue.pdf,16,11,2,3,"16. A 70-year-old woman with a history of diabetes presents with a nodular mass on her palm for the past"
us-11,11. Soft TIssue.pdf,17,12,2,3,"17. A 30-year-old female presents with irritation to the site where she had a thyroidectomy about 1 year ago."
us-11,11. Soft TIssue.pdf,23,15,2,2,"23. A man complains of swelling in his groin after moving heavy furniture. Which of the following is true"
us-11,11. Soft TIssue.pdf,24,16,2,4,"24. A patient presents after a stab wound to the chest with pain and shortness of breath. You quickly grab the"
us-11,11. Soft TIssue.pdf,2,18,0,3,"2. Explanation"
us-11,11. Soft TIssue.pdf,7,26,1,3,"7. Explanation"
us-11,11. Soft TIssue.pdf,11,30,1,2,"11. Explanation"
us-11,11. Soft TIssue.pdf,14,34,1,2,"14. Explanation"
us-11,11. Soft TIssue.pdf,16,36,1,1,"16. Explanation"
us-11,11. Soft TIssue.pdf,18,38,1,3,"18. Explanation"
us-11,11. Soft TIssue.pdf,21,41,1,1,"21. Explanation"
us-11,11. Soft TIssue.pdf,23,43,1,4,"23. Explanation"
us-12,12. Ocular.pdf,2,2,1,2,"2. A 10-year-old boy presents with right eye pain and redness after watching his father perform a welding"
us-12,12. Ocular.pdf,5,4,1,2,"5. Which of the following is not an indication for noninvasive bedside ocular ultrasound exam?"
us-12,12. Ocular.pdf,6,4,1,2,"6. A 29-year-old female with a history of Marfan syndrome presents with progressive decrease in vision"
us-12,12. Ocular.pdf,7,5,1,6,"7. A 75-year-old male presents with blurred vision for 5 days. The patient notes he woke up with mild"
us-12,12. Ocular.pdf,12,9,2,2,"12. A 45-year-old male presents with blurred vision in the right eye after being hit with a volleyball to the"
us-12,12. Ocular.pdf,13,11,2,4,"13. A 65-year-old female with history of diabetes presents with 3 weeks of progressive painless vision loss."
us-12,12. Ocular.pdf,17,13,2,7,"17. A 57-year-old male presents with sudden -onset severe headache during sexual intercourse with his"
us-12,12. Ocular.pdf,18,13,2,7,"18. A 35-year-old female with a history of obesity presents with severe headache, diplopia, and nausea with"
us-12,12. Ocular.pdf,23,16,1,2,"23. A 23-year-old female with a history of von Willebrand’s disease, polysubstance abuse, and depression"
us-12,12. Ocular.pdf,24,17,1,1,"24. A 38-year-old male presents with a 5-day history of oaters and decreased visual acuity of the right eye."
us-12,12. Ocular.pdf,25,17,1,1,"25. A 73-year-old male with a history of diabetes and coronary artery disease presents with sudden onset of"
us-12,12. Ocular.pdf,27,19,2,4,"27. A 65-year-old female recently diagnosed with choroidal melanoma presents with blurred vision and"
us-12,12. Ocular.pdf,3,22,1,1,"3. Explanation"
us-12,12. Ocular.pdf,4,23,1,2,"4. Explanation"
us-12,12. Ocular.pdf,7,25,1,3,"7. Explanation"
us-12,12. Ocular.pdf,8,27,2,6,"8. Explanation"
us-12,12. Ocular.pdf,10,29,1,3,"10. Explanation"
us-12,12. Ocular.pdf,14,35,1,2,"14. Explanation"
us-12,12. Ocular.pdf,17,38,0,1,"17. Explanation"
us-12,12. Ocular.pdf,20,42,0,0,"20. Explanation"
us-12,12. Ocular.pdf,23,44,0,1,"23. Explanation"
us-12,12. Ocular.pdf,24,44,0,1,"24. Explanation"
us-13,13. Procedural US.pdf,13,1,1,0,"13. Procedural Ultrasound "
us-13,13. Procedural US.pdf,1,1,1,0,"1. A 52-year-old female with end-stage liver disease presents with a painful and distended abdomen. How"
us-13,13. Procedural US.pdf,6,3,1,3,"6. A 17-year-old female presents with a posteriorly dislocated left elbow sustained during a hockey match."
us-13,13. Procedural US.pdf,7,3,1,3,"7. A 27-year-old obese female presents with headache and peripheral vision loss. You would like to assess"
us-13,13. Procedural US.pdf,8,4,1,2,"8. A 65-year-old male is brought to the ED by paramedics after being hit by a car as he walked across a"
us-13,13. Procedural US.pdf,9,4,1,2,"9. A 78-year-old male is brought in from a skilled nursing facility in cardiac arrest. His pulse oxygen"
us-13,13. Procedural US.pdf,11,6,1,2,"11. Where should the ultrasound system not be placed to perform a right-sided femoral nerve block using a"
us-13,13. Procedural US.pdf,12,7,1,1,"12. At which site would it be ine ective to use regional anesthesia for pain control to reduce a displaced"
us-13,13. Procedural US.pdf,13,7,1,1,"13. A 39-year-old female pedestrian is brought in by ambulance after being hit by a motor vehicle at high"
us-13,13. Procedural US.pdf,18,9,1,2,"18. Which letter corresponds to the diaphragm on the image in Figure 13.7?"
us-13,13. Procedural US.pdf,19,9,1,2,"19. A 29-year-old male with a history of HIV presents with fever, cough, and shortness of breath. He is ill"
us-13,13. Procedural US.pdf,28,12,0,1,"28. A 47-year-old male presents with acute renal failure and a potassium level of 7.3. You are placing a"
us-13,13. Procedural US.pdf,29,12,0,1,"29. A 25-year-old male presents to the ED after a laceration to the sole of his foot. What block would be ideal"
us-13,13. Procedural US.pdf,30,12,0,1,"30. A 28-year-old male presents with deformity of his right lower ankle and wounds mainly on the lateral"
us-13,13. Procedural US.pdf,31,12,0,1,"31. You are attempting to perform a sciatic nerve block for a patient with an ankle fracture and see the image"
us-13,13. Procedural US.pdf,34,14,2,2,"34. A 34-year-old female presents to the ED after falling from a motorcycle onto her right side and is found"
us-13,13. Procedural US.pdf,35,15,1,2,"35. Which of the following letters corresponds to the cricothyroid membrane (Figure 13.11)?"
us-13,13. Procedural US.pdf,36,15,1,2,"36. A 54-year-old male who is in recovery from heroin addiction presents after being involved in a motor"
us-13,13. Procedural US.pdf,37,15,1,2,"37. A 39-year-old female with history of active intravenous drug use presents with a fever and inability to"
us-13,13. Procedural US.pdf,41,17,1,3,"41. A 59-year-old male presents with severe back and leg pain with blood pressures in the 230s/120s. On"
us-13,13. Procedural US.pdf,42,17,1,3,"42. A 47-year-old female underwent a cardiac catheterization for a myocardial infarction 1 week ago. She"
us-13,13. Procedural US.pdf,3,22,1,1,"3. Explanation"
us-13,13. Procedural US.pdf,4,23,1,3,"4. Explanation"
us-13,13. Procedural US.pdf,320,26,1,2,"320. doi:10.1007/s12630-012-9874-6."
us-13,13. Procedural US.pdf,7,26,1,2,"7. Explanation"
us-13,13. Procedural US.pdf,9,29,1,2,"9. Explanation"
us-13,13. Procedural US.pdf,11,31,0,3,"11. Explanation"
us-13,13. Procedural US.pdf,12,31,0,3,"12. Explanation"
us-13,13. Procedural US.pdf,14,33,1,2,"14. Explanation"
us-13,13. Procedural US.pdf,19,37,1,1,"19. Explanation"
us-13,13. Procedural US.pdf,20,38,0,1,"20. Explanation"
us-13,13. Procedural US.pdf,24,43,0,0,"24. Explanation"
us-13,13. Procedural US.pdf,26,45,0,1,"26. Explanation"
us-13,13. Procedural US.pdf,27,45,0,1,"27. Explanation"
us-13,13. Procedural US.pdf,29,47,0,1,"29. Explanation"
us-13,13. Procedural US.pdf,31,50,2,3,"31. Explanation"
us-13,13. Procedural US.pdf,34,52,1,2,"34. Explanation"
us-13,13. Procedural US.pdf,36,54,1,2,"36. Explanation"
us-13,13. Procedural US.pdf,38,56,1,2,"38. Explanation"
us-13,13. Procedural US.pdf,41,59,0,1,"41. Explanation"
us-13,13. Procedural US.pdf,42,60,1,1,"42. Explanation"
us-14,14. Airway and ENT.pdf,14,1,1,0,"14. Airway and ENT "
us-14,14. Airway and ENT.pdf,1,1,1,0,"1. In a patient undergoing anterior neck ultrasound for evaluation of an anterior neck mass, what"
us-14,14. Airway and ENT.pdf,2,2,0,0,"2. Grave’s disease on thyroid ultrasound is characterized by an enlarged, _____________ thyroid that"
us-14,14. Airway and ENT.pdf,3,2,0,0,"3. A 55-year-old male with a history of hypertension, diabetes, chronic obstructive pulmonary disease, and"
us-14,14. Airway and ENT.pdf,4,2,0,0,"4. What sonographic ndings would be most relevant in diagnosing and di erentiating between mild,"
us-14,14. Airway and ENT.pdf,5,2,0,0,"5. A 32-year-old female presents with neck swelling for the past 4 weeks. For a patient with an anterior neck"
us-14,14. Airway and ENT.pdf,6,2,0,0,"6. In regards to Doppler tracing, what 2 sonographic features can be used to distinguish the external carotid"
us-14,14. Airway and ENT.pdf,10,4,1,7,"10. In a patient presenting with sore throat or unilateral throat swelling, intraoral ultrasound can be used to"
us-14,14. Airway and ENT.pdf,11,4,1,7,"11. A 25-year-old male presents to your emergency department with left facial swelling he states began 2"
us-14,14. Airway and ENT.pdf,15,6,2,2,"15. Which feature seen on ultrasound is not indicative of a thyroglossal duct cyst in children?"
us-14,14. Airway and ENT.pdf,20,8,1,2,"20. A 59-year-old male presents with septic shock from an intra-abdominal infection. You decide to place"
us-14,14. Airway and ENT.pdf,2,10,1,5,"2. Explanation"
us-14,14. Airway and ENT.pdf,4,12,1,2,"4. Explanation"
us-14,14. Airway and ENT.pdf,7,16,1,3,"7. Explanation"
us-14,14. Airway and ENT.pdf,11,21,1,4,"11. Explanation"
us-14,14. Airway and ENT.pdf,15,24,1,3,"15. Explanation"
us-14,14. Airway and ENT.pdf,16,25,1,2,"16. Explanation"
us-14,14. Airway and ENT.pdf,21,29,1,2,"21. Explanation"
us-15,15. DVT and VTE.pdf,15,1,1,2,"15. Deep Venous Thrombosis and Venous"
us-15,15. DVT and VTE.pdf,1,1,1,2,"1. A 52-year-old woman presents to the clinic with right leg swelling and mild calf tenderness. She has a"
us-15,15. DVT and VTE.pdf,2,2,2,2,"2. A healthy 35-year-old woman presents with calf pain after an 8-hour ight home. Her vital signs are"
us-15,15. DVT and VTE.pdf,11,6,2,4,"11. A student is presenting a case to you of a patient she just evaluated in the emergency department. She"
us-15,15. DVT and VTE.pdf,12,7,2,4,"12. As part of a quality assurance process, you are reviewing the ultrasound images on a 40-year-old cancer"
us-15,15. DVT and VTE.pdf,14,9,0,2,"14. In continuing your care for the patient in Question 13, you elect to obtain further studies. You are"
us-15,15. DVT and VTE.pdf,15,9,0,2,"15. A 32-year-old female presents to the emergency department with left thigh pain and swelling. She has"
us-15,15. DVT and VTE.pdf,16,9,0,2,"16. A 75-year-old man presents with chest pain and shortness of breath. He has a history of hypertension,"
us-15,15. DVT and VTE.pdf,17,9,0,2,"17. A 17-year-old female presents with right leg pain. She just started taking oral contraceptive pills. She"
us-15,15. DVT and VTE.pdf,19,12,1,1,"19. A 65-year-old female presents to your emergency department from a nursing home. She has a history of"
us-15,15. DVT and VTE.pdf,20,12,1,1,"20. A 23-year-old female presents to the emergency department complaining of chest pain and di culty in"
us-15,15. DVT and VTE.pdf,23,14,1,2,"23. You are moonlighting in a rural emergency department when a patient is brought in for acute chest pain."
us-15,15. DVT and VTE.pdf,24,14,1,2,"24. A 54-year-old woman presents to the emergency department complaining of left calf pain that began a"
us-15,15. DVT and VTE.pdf,27,16,2,2,"27. A 62-year-old female presents with acute worsening of her chronic dyspnea. She has a history of lung"
us-15,15. DVT and VTE.pdf,29,18,1,3,"29. A 45-year-old female presents to the outpatient clinic with gradual onset of bilateral lower extremity"
us-15,15. DVT and VTE.pdf,30,18,1,3,"30. A 64-year-old female presents to the emergency department with shortness of breath. She recently had"
us-15,15. DVT and VTE.pdf,2,20,0,0,"2. Explanation"
us-15,15. DVT and VTE.pdf,4,22,0,0,"4. Explanation"
us-15,15. DVT and VTE.pdf,8,28,0,1,"8. Explanation"
us-15,15. DVT and VTE.pdf,9,28,0,1,"9. Explanation"
us-15,15. DVT and VTE.pdf,11,30,1,1,"11. Explanation"
us-15,15. DVT and VTE.pdf,12,31,0,2,"12. Explanation"
us-15,15. DVT and VTE.pdf,13,34,0,0,"13. Explanation"
us-15,15. DVT and VTE.pdf,17,39,1,1,"17. Explanation"
us-15,15. DVT and VTE.pdf,19,41,1,1,"19. Explanation"
us-15,15. DVT and VTE.pdf,24,48,1,1,"24. Explanation"
us-15,15. DVT and VTE.pdf,28,54,0,2,"28. Explanation"
us-16,16. Testicular.pdf,16,1,1,0,"16. Testicular Ultrasound "
us-16,16. Testicular.pdf,1,1,1,0,"1. A 21-year-old male presents with left-sided testicular pain that began suddenly 4 hours ago. His vital"
us-16,16. Testicular.pdf,2,2,1,2,"2. A 23-year-old male presents to the emergency department (ED). He states that he fell o of his mountain"
us-16,16. Testicular.pdf,3,2,1,2,"3. You are in the ED examining a 13-year-old male presenting with acute left testicular pain. He presents"
us-16,16. Testicular.pdf,10,6,1,2,"10. A 26-year-old male presents after a fall in a local park. He complains of groin and abdominal pain. He"
us-16,16. Testicular.pdf,11,6,1,2,"11. A 67-year-old patient presents to the ED complaining of scrotal swelling. He has a history of diabetes"
us-16,16. Testicular.pdf,14,8,1,2,"14. A 67-year-old male presents to the ED with groin pain. He has a history of hypertension, diabetes, and"
us-16,16. Testicular.pdf,15,8,1,2,"15. You are taking care of a 14-year-old male in your ED who has left-sided scrotal pain and is concerned he"
us-16,16. Testicular.pdf,16,9,2,3,"16. A 36-year-old male police o cer presents to the ED with testicular pain. He states that he was kneed in"
us-16,16. Testicular.pdf,20,11,2,2,"20. A 46-year-old man presents to your o ce reporting right groin pain. He is quite active and regularly"
us-16,16. Testicular.pdf,23,13,1,2,"23. A 9-year-old boy presents to the ED with bilateral scrotal pain and swelling. He was previously in"
us-16,16. Testicular.pdf,24,13,1,2,"24. A 26-year-old man presents to the ED complaining of penile pain. He was having intercourse and felt a"
us-16,16. Testicular.pdf,2,16,1,2,"2. Explanation"
us-16,16. Testicular.pdf,7,21,1,2,"7. Explanation"
us-16,16. Testicular.pdf,10,24,1,1,"10. Explanation"
us-16,16. Testicular.pdf,12,26,0,1,"12. Explanation"
us-16,16. Testicular.pdf,13,27,0,1,"13. Explanation"
us-16,16. Testicular.pdf,17,32,0,0,"17. Explanation"
us-16,16. Testicular.pdf,21,36,1,1,"21. Explanation"
us-16,16. Testicular.pdf,25,41,1,1,"25. Explanation"
us-17,17. Bowel and Appendix.pdf,2,2,0,0,"2. A 10-year-old presents with right lower quadrant abdominal pain radiating to the right ank. You have"
us-17,17. Bowel and Appendix.pdf,3,2,0,0,"3. A 16-year-old female presents with right lower quadrant pain and anorexia. You do a bedside ultrasound"
us-17,17. Bowel and Appendix.pdf,4,2,0,0,"4. A 35-year-old, 100 kg male presents with right lower quadrant pain and vomiting. You are unable to"
us-17,17. Bowel and Appendix.pdf,5,2,0,0,"5. While evaluating a patient for appendicitis with the ultrasound, your view is obscured by bowel gas,"
us-17,17. Bowel and Appendix.pdf,6,2,0,0,"6. You are evaluating a 7-year-old male with right lower quadrant pain, fever, and leukocytosis. You"
us-17,17. Bowel and Appendix.pdf,10,4,1,2,"10. You perform an ultrasound that appears to you positive for appendicitis. The surgeon on call requests a"
us-17,17. Bowel and Appendix.pdf,11,4,1,2,"11. A 4-week-old infant presents to the ED with 3 days of projectile vomiting. On exam, you note an olive-"
us-17,17. Bowel and Appendix.pdf,12,4,1,2,"12. Which probe and orientation is optimal for visualization of the pylorus in long axis in an infant with"
us-17,17. Bowel and Appendix.pdf,21,7,1,2,"21. You have diagnosed your patient with a SBO based on your ultrasound ndings of noncompressible small"
us-17,17. Bowel and Appendix.pdf,22,7,1,2,"22. You are practicing in an emergency room in Haiti and have no access to CT. In your evaluation of a 55-"
us-17,17. Bowel and Appendix.pdf,3,12,0,0,"3. Explanation"
us-17,17. Bowel and Appendix.pdf,6,15,1,3,"6. Explanation"
us-17,17. Bowel and Appendix.pdf,9,18,1,2,"9. Explanation"
us-17,17. Bowel and Appendix.pdf,11,21,1,4,"11. Explanation"
us-17,17. Bowel and Appendix.pdf,15,27,0,1,"15. Explanation"
us-17,17. Bowel and Appendix.pdf,17,30,0,0,"17. Explanation"
us-17,17. Bowel and Appendix.pdf,19,32,1,3,"19. Explanation"
us-17,17. Bowel and Appendix.pdf,24,38,1,1,"24. Explanation"
us-18,18. MSK.pdf,18,1,1,1,"18. Musculoskeletal Ultrasound "
us-18,18. MSK.pdf,1,1,1,1,"1. A 50-year-old male presents with anterior shoulder pain. You elicit a positive Yergason test. Pathology of"
us-18,18. MSK.pdf,5,3,0,0,"5. A 43-year-old man with a history of diabetes presents with left hip pain for the past week. The patient"
us-18,18. MSK.pdf,6,3,0,0,"6. A 60-year-old woman presents with a posterior knee mass. What are the key anatomic landmarks for"
us-18,18. MSK.pdf,7,3,0,0,"7. A 33-year-old female house cleaner presents with anterior knee pain and swelling super cial to the"
us-18,18. MSK.pdf,8,3,0,0,"8. A 58-year-old man presents with bilateral posterior elbow soft tissue swelling, erythema, and pain. He"
us-18,18. MSK.pdf,9,3,0,0,"9. A 46-year-old male presents with acute onset knee pain and swelling. The patient may have a history of"
us-18,18. MSK.pdf,14,5,0,0,"14. A 50-year-old woman has pain mainly with shoulder abduction. Radiograph shows moderate"
us-18,18. MSK.pdf,15,5,0,0,"15. A 45-year-old woman presents with acute onset right shoulder pain and limited range of motion. There"
us-18,18. MSK.pdf,16,5,0,0,"16. A 50-year-old man presents with a painless dorsal forefoot soft tissue mass that has been slowly"
us-18,18. MSK.pdf,17,5,0,0,"17. A 39-year-old female intravenous drug user presents with distal arm pain and swelling. Ultrasound"
us-18,18. MSK.pdf,18,5,0,0,"18. A 33-year-old woman presents with multiple palpable masses in the right volar mid-forearm region."
us-18,18. MSK.pdf,3,10,1,2,"3. Explanation"
us-18,18. MSK.pdf,8,19,1,2,"8. Explanation"
us-18,18. MSK.pdf,12,25,1,1,"12. Explanation"
us-18,18. MSK.pdf,14,29,1,1,"14. Explanation"
us-18,18. MSK.pdf,15,30,1,1,"15. Explanation"
us-18,18. MSK.pdf,16,32,1,2,"16. Explanation"
us-18,18. MSK.pdf,19,38,0,1,"19. Explanation"
us-18,18. MSK.pdf,21,41,1,2,"21. Explanation"
us-18,18. MSK.pdf,22,41,1,2,"22. Explanation"
us-18,18. MSK.pdf,27,49,1,2,"27. Explanation"
